 Date__(UT)__HR:MN     R.A._____(ICRF)_____DEC             delta      deldot       VmagSn      VmagOb
 2025-Dec-18 11:40 Nm  10 49 38.03 +06 47 54.6  1.79777404856640  -0.9990529   64.3787784  66.3782085
 2025-Dec-18 11:41 Nm  10 49 37.83 +06 47 55.5  1.79777364841137  -0.9965455   64.3787248  66.3779421
 2025-Dec-18 11:42 Nm  10 49 37.64 +06 47 56.5  1.79777324926143  -0.9940404   64.3786713  66.3776698
 2025-Dec-18 11:43 Nm  10 49 37.44 +06 47 57.5  1.79777285111564  -0.9915378   64.3786178  66.3773914
 2025-Dec-18 11:44 Nm  10 49 37.25 +06 47 58.5  1.79777245397303  -0.9890375   64.3785643  66.3771069
 2025-Dec-18 11:45 Nm  10 49 37.05 +06 47 59.5  1.79777205783260  -0.9865398   64.3785108  66.3768165
 2025-Dec-18 11:46 Nm  10 49 36.86 +06 48 00.5  1.79777166269338  -0.9840445   64.3784573  66.3765200
 2025-Dec-18 11:47 Nm  10 49 36.67 +06 48 01.4  1.79777126855434  -0.9815518   64.3784038  66.3762175
 2025-Dec-18 11:48 Nm  10 49 36.47 +06 48 02.4  1.79777087541448  -0.9790616   64.3783503  66.3759091
 2025-Dec-18 11:49 Nm  10 49 36.28 +06 48 03.4  1.79777048327277  -0.9765740   64.3782968  66.3755947
 2025-Dec-18 11:50 Nm  10 49 36.08 +06 48 04.4  1.79777009212817  -0.9740889   64.3782433  66.3752743
 2025-Dec-18 11:51 Nm  10 49 35.89 +06 48 05.4  1.79776970197962  -0.9716066   64.3781898  66.3749480
 2025-Dec-18 11:52 Nm  10 49 35.70 +06 48 06.4  1.79776931282606  -0.9691269   64.3781363  66.3746157
 2025-Dec-18 11:53 Nm  10 49 35.50 +06 48 07.4  1.79776892466642  -0.9666499   64.3780828  66.3742775
 2025-Dec-18 11:54 Nm  10 49 35.31 +06 48 08.3  1.79776853749962  -0.9641756   64.3780293  66.3739335
 2025-Dec-18 11:55 Nm  10 49 35.11 +06 48 09.3  1.79776815132455  -0.9617040   64.3779759  66.3735835
 2025-Dec-18 11:56 Nm  10 49 34.92 +06 48 10.3  1.79776776614011  -0.9592352   64.3779224  66.3732276
 2025-Dec-18 11:57 Nm  10 49 34.73 +06 48 11.3  1.79776738194518  -0.9567693   64.3778689  66.3728659
 2025-Dec-18 11:58 Nm  10 49 34.53 +06 48 12.3  1.79776699873863  -0.9543061   64.3778154  66.3724983
 2025-Dec-18 11:59 Nm  10 49 34.34 +06 48 13.3  1.79776661651931  -0.9518459   64.3777619  66.3721249
 2025-Dec-18 12:00 Nm  10 49 34.14 +06 48 14.2  1.79776623528608  -0.9493885   64.3777084  66.3717456
 2025-Dec-18 12:01 Nm  10 49 33.95 +06 48 15.2  1.79776585503776  -0.9469340   64.3776549  66.3713605
 2025-Dec-18 12:02 Cm  10 49 33.75 +06 48 16.2  1.79776547577319  -0.9444825   64.3776014  66.3709696
 2025-Dec-18 12:03 Cm  10 49 33.56 +06 48 17.2  1.79776509749117  -0.9420340   64.3775479  66.3705729
 2025-Dec-18 12:04 Cm  10 49 33.37 +06 48 18.2  1.79776472019051  -0.9395884   64.3774944  66.3701705
 2025-Dec-18 12:05 Cm  10 49 33.17 +06 48 19.2  1.79776434387000  -0.9371459   64.3774409  66.3697622
 2025-Dec-18 12:06 Cm  10 49 32.98 +06 48 20.1  1.79776396852842  -0.9347065   64.3773874  66.3693483
 2025-Dec-18 12:07 Cm  10 49 32.78 +06 48 21.1  1.79776359416454  -0.9322701   64.3773340  66.3689285
 2025-Dec-18 12:08 Cm  10 49 32.59 +06 48 22.1  1.79776322077711  -0.9298368   64.3772805  66.3685031
 2025-Dec-18 12:09 Cm  10 49 32.40 +06 48 23.1  1.79776284836488  -0.9274067   64.3772270  66.3680720
 2025-Dec-18 12:10 Cm  10 49 32.20 +06 48 24.1  1.79776247692659  -0.9249798   64.3771735  66.3676351
 2025-Dec-18 12:11 Cm  10 49 32.01 +06 48 25.1  1.79776210646096  -0.9225560   64.3771200  66.3671926
 2025-Dec-18 12:12 Cm  10 49 31.81 +06 48 26.0  1.79776173696671  -0.9201355   64.3770665  66.3667444
 2025-Dec-18 12:13 Cm  10 49 31.62 +06 48 27.0  1.79776136844253  -0.9177182   64.3770131  66.3662906
 2025-Dec-18 12:14 Cm  10 49 31.43 +06 48 28.0  1.79776100088713  -0.9153042   64.3769596  66.3658311
 2025-Dec-18 12:15 Cm  10 49 31.23 +06 48 29.0  1.79776063429918  -0.9128934   64.3769061  66.3653661
 2025-Dec-18 12:16 Cm  10 49 31.04 +06 48 30.0  1.79776026867735  -0.9104861   64.3768526  66.3648954
 2025-Dec-18 12:17 Cm  10 49 30.84 +06 48 31.0  1.79775990402030  -0.9080820   64.3767991  66.3644191
 2025-Dec-18 12:18 Cm  10 49 30.65 +06 48 31.9  1.79775954032668  -0.9056814   64.3767456  66.3639372
 2025-Dec-18 12:19 Cm  10 49 30.45 +06 48 32.9  1.79775917759513  -0.9032841   64.3766922  66.3634498
 2025-Dec-18 12:20 Cm  10 49 30.26 +06 48 33.9  1.79775881582427  -0.9008903   64.3766387  66.3629569
 2025-Dec-18 12:21 Cm  10 49 30.07 +06 48 34.9  1.79775845501272  -0.8985000   64.3765852  66.3624584
 2025-Dec-18 12:22 Cm  10 49 29.87 +06 48 35.9  1.79775809515909  -0.8961132   64.3765317  66.3619544
 2025-Dec-18 12:23 Cm  10 49 29.68 +06 48 36.9  1.79775773626197  -0.8937298   64.3764783  66.3614449
 2025-Dec-18 12:24 Cm  10 49 29.48 +06 48 37.8  1.79775737831995  -0.8913501   64.3764248  66.3609299
 2025-Dec-18 12:25 Cm  10 49 29.29 +06 48 38.8  1.79775702133159  -0.8889738   64.3763713  66.3604094
 2025-Dec-18 12:26 Cm  10 49 29.10 +06 48 39.8  1.79775666529547  -0.8866012   64.3763178  66.3598835
 2025-Dec-18 12:27 *m  10 49 28.90 +06 48 40.8  1.79775631021013  -0.8842322   64.3762644  66.3593522
 2025-Dec-18 12:28 *m  10 49 28.71 +06 48 41.8  1.79775595607412  -0.8818669   64.3762109  66.3588155
 2025-Dec-18 12:29 *m  10 49 28.51 +06 48 42.8  1.79775560288597  -0.8795052   64.3761574  66.3582733
 2025-Dec-18 12:30 *m  10 49 28.32 +06 48 43.7  1.79775525064419  -0.8771472   64.3761039  66.3577258
 2025-Dec-18 12:31 *m  10 49 28.13 +06 48 44.7  1.79775489934731  -0.8747930   64.3760505  66.3571729
 2025-Dec-18 12:32 *m  10 49 27.93 +06 48 45.7  1.79775454899381  -0.8724425   64.3759970  66.3566146
 2025-Dec-18 12:33 *m  10 49 27.74 +06 48 46.7  1.79775419958220  -0.8700958   64.3759435  66.3560510
 2025-Dec-18 12:34 *m  10 49 27.54 +06 48 47.7  1.79775385111094  -0.8677529   64.3758900  66.3554821
 2025-Dec-18 12:35 *m  10 49 27.35 +06 48 48.7  1.79775350357851  -0.8654138   64.3758366  66.3549079
 2025-Dec-18 12:36 *m  10 49 27.16 +06 48 49.6  1.79775315698337  -0.8630786   64.3757831  66.3543284
 2025-Dec-18 12:37 *m  10 49 26.96 +06 48 50.6  1.79775281132397  -0.8607472   64.3757296  66.3537436
 2025-Dec-18 12:38 *m  10 49 26.77 +06 48 51.6  1.79775246659874  -0.8584198   64.3756762  66.3531536
 2025-Dec-18 12:39 *m  10 49 26.57 +06 48 52.6  1.79775212280611  -0.8560963   64.3756227  66.3525583
 2025-Dec-18 12:40 *m  10 49 26.38 +06 48 53.6  1.79775177994450  -0.8537768   64.3755692  66.3519579
 2025-Dec-18 12:41 *m  10 49 26.18 +06 48 54.5  1.79775143801232  -0.8514612   64.3755158  66.3513522
 2025-Dec-18 12:42 *m  10 49 25.99 +06 48 55.5  1.79775109700796  -0.8491496   64.3754623  66.3507414
 2025-Dec-18 12:43 *m  10 49 25.80 +06 48 56.5  1.79775075692982  -0.8468421   64.3754089  66.3501254
 2025-Dec-18 12:44 *m  10 49 25.60 +06 48 57.5  1.79775041777627  -0.8445387   64.3753554  66.3495042
 2025-Dec-18 12:45 *m  10 49 25.41 +06 48 58.5  1.79775007954567  -0.8422393   64.3753019  66.3488779
 2025-Dec-18 12:46 *m  10 49 25.21 +06 48 59.5  1.79774974223639  -0.8399440   64.3752485  66.3482465
 2025-Dec-18 12:47 *m  10 49 25.02 +06 49 00.4  1.79774940584678  -0.8376529   64.3751950  66.3476100
 2025-Dec-18 12:48 *m  10 49 24.83 +06 49 01.4  1.79774907037516  -0.8353659   64.3751415  66.3469685
 2025-Dec-18 12:49 *m  10 49 24.63 +06 49 02.4  1.79774873581987  -0.8330831   64.3750881  66.3463219
 2025-Dec-18 12:50 *m  10 49 24.44 +06 49 03.4  1.79774840217923  -0.8308045   64.3750346  66.3456702
 2025-Dec-18 12:51 *m  10 49 24.24 +06 49 04.4  1.79774806945154  -0.8285301   64.3749812  66.3450136
 2025-Dec-18 12:52 *m  10 49 24.05 +06 49 05.4  1.79774773763511  -0.8262600   64.3749277  66.3443519
 2025-Dec-18 12:53 *m  10 49 23.86 +06 49 06.3  1.79774740672821  -0.8239942   64.3748742  66.3436853
 2025-Dec-18 12:54 *m  10 49 23.66 +06 49 07.3  1.79774707672914  -0.8217327   64.3748208  66.3430137
 2025-Dec-18 12:55 *m  10 49 23.47 +06 49 08.3  1.79774674763615  -0.8194755   64.3747673  66.3423371
 2025-Dec-18 12:56 *m  10 49 23.27 +06 49 09.3  1.79774641944751  -0.8172227   64.3747139  66.3416557
 2025-Dec-18 12:57 *m  10 49 23.08 +06 49 10.3  1.79774609216147  -0.8149742   64.3746604  66.3409693
 2025-Dec-18 12:58 *m  10 49 22.89 +06 49 11.3  1.79774576577627  -0.8127301   64.3746070  66.3402780
 2025-Dec-18 12:59 *m  10 49 22.69 +06 49 12.2  1.79774544029014  -0.8104905   64.3745535  66.3395819
 2025-Dec-18 13:00 *m  10 49 22.50 +06 49 13.2  1.79774511570129  -0.8082553   64.3745001  66.3388809
 2025-Dec-18 13:01 *m  10 49 22.30 +06 49 14.2  1.79774479200795  -0.8060246   64.3744466  66.3381751
 2025-Dec-18 13:02 *m  10 49 22.11 +06 49 15.2  1.79774446920831  -0.8037984   64.3743932  66.3374645
 2025-Dec-18 13:03 *m  10 49 21.92 +06 49 16.2  1.79774414730056  -0.8015767   64.3743397  66.3367491
 2025-Dec-18 13:04 *m  10 49 21.72 +06 49 17.2  1.79774382628290  -0.7993595   64.3742863  66.3360290
 2025-Dec-18 13:05 *m  10 49 21.53 +06 49 18.1  1.79774350615348  -0.7971469   64.3742328  66.3353040
 2025-Dec-18 13:06 *m  10 49 21.33 +06 49 19.1  1.79774318691049  -0.7949389   64.3741794  66.3345744
 2025-Dec-18 13:07 *m  10 49 21.14 +06 49 20.1  1.79774286855207  -0.7927355   64.3741259  66.3338400
 2025-Dec-18 13:08 *m  10 49 20.95 +06 49 21.1  1.79774255107636  -0.7905367   64.3740725  66.3331010
 2025-Dec-18 13:09 *m  10 49 20.75 +06 49 22.1  1.79774223448152  -0.7883426   64.3740190  66.3323573
 2025-Dec-18 13:10 *m  10 49 20.56 +06 49 23.1  1.79774191876565  -0.7861532   64.3739656  66.3316089
 2025-Dec-18 13:11 *m  10 49 20.36 +06 49 24.0  1.79774160392689  -0.7839684   64.3739121  66.3308559
 2025-Dec-18 13:12 *m  10 49 20.17 +06 49 25.0  1.79774128996334  -0.7817884   64.3738587  66.3300984
 2025-Dec-18 13:13 *m  10 49 19.98 +06 49 26.0  1.79774097687311  -0.7796132   64.3738052  66.3293362
 2025-Dec-18 13:14 *m  10 49 19.78 +06 49 27.0  1.79774066465427  -0.7774427   64.3737518  66.3285694
 2025-Dec-18 13:15 *m  10 49 19.59 +06 49 28.0  1.79774035330493  -0.7752770   64.3736984  66.3277981
 2025-Dec-18 13:16 *m  10 49 19.39 +06 49 29.0  1.79774004282314  -0.7731161   64.3736449  66.3270223
 2025-Dec-18 13:17 *m  10 49 19.20 +06 49 29.9  1.79773973320697  -0.7709601   64.3735915  66.3262420
 2025-Dec-18 13:18 *m  10 49 19.01 +06 49 30.9  1.79773942445449  -0.7688089   64.3735380  66.3254572
 2025-Dec-18 13:19 *m  10 49 18.81 +06 49 31.9  1.79773911656373  -0.7666626   64.3734846  66.3246679
 2025-Dec-18 13:20 *m  10 49 18.62 +06 49 32.9  1.79773880953274  -0.7645212   64.3734311  66.3238742
 2025-Dec-18 13:21 *m  10 49 18.42 +06 49 33.9  1.79773850335954  -0.7623848   64.3733777  66.3230761
 2025-Dec-18 13:22 *m  10 49 18.23 +06 49 34.9  1.79773819804215  -0.7602532   64.3733243  66.3222735
 2025-Dec-18 13:23 *m  10 49 18.04 +06 49 35.8  1.79773789357859  -0.7581267   64.3732708  66.3214666
 2025-Dec-18 13:24 *m  10 49 17.84 +06 49 36.8  1.79773758996686  -0.7560051   64.3732174  66.3206553
 2025-Dec-18 13:25 *m  10 49 17.65 +06 49 37.8  1.79773728720495  -0.7538886   64.3731640  66.3198397
 2025-Dec-18 13:26 *m  10 49 17.45 +06 49 38.8  1.79773698529085  -0.7517770   64.3731105  66.3190198
 2025-Dec-18 13:27 *m  10 49 17.26 +06 49 39.8  1.79773668422254  -0.7496706   64.3730571  66.3181956
 2025-Dec-18 13:28 *m  10 49 17.07 +06 49 40.8  1.79773638399798  -0.7475692   64.3730037  66.3173672
 2025-Dec-18 13:29 *m  10 49 16.87 +06 49 41.7  1.79773608461514  -0.7454729   64.3729502  66.3165344
 2025-Dec-18 13:30 *m  10 49 16.68 +06 49 42.7  1.79773578607197  -0.7433817   64.3728968  66.3156975
 2025-Dec-18 13:31 *m  10 49 16.48 +06 49 43.7  1.79773548836641  -0.7412957   64.3728434  66.3148563
 2025-Dec-18 13:32 *m  10 49 16.29 +06 49 44.7  1.79773519149640  -0.7392148   64.3727899  66.3140110
 2025-Dec-18 13:33 *m  10 49 16.10 +06 49 45.7  1.79773489545986  -0.7371391   64.3727365  66.3131615
 2025-Dec-18 13:34 *m  10 49 15.90 +06 49 46.7  1.79773460025472  -0.7350686   64.3726831  66.3123079
 2025-Dec-18 13:35 *m  10 49 15.71 +06 49 47.6  1.79773430587887  -0.7330033   64.3726296  66.3114502
 2025-Dec-18 13:36 *m  10 49 15.51 +06 49 48.6  1.79773401233024  -0.7309433   64.3725762  66.3105883
 2025-Dec-18 13:37 *m  10 49 15.32 +06 49 49.6  1.79773371960671  -0.7288885   64.3725228  66.3097224
 2025-Dec-18 13:38 *m  10 49 15.13 +06 49 50.6  1.79773342770616  -0.7268390   64.3724693  66.3088525
 2025-Dec-18 13:39 *m  10 49 14.93 +06 49 51.6  1.79773313662647  -0.7247948   64.3724159  66.3079785
 2025-Dec-18 13:40 *m  10 49 14.74 +06 49 52.5  1.79773284636553  -0.7227559   64.3723625  66.3071005
 2025-Dec-18 13:41 *m  10 49 14.54 +06 49 53.5  1.79773255692117  -0.7207224   64.3723091  66.3062186
 2025-Dec-18 13:42 *m  10 49 14.35 +06 49 54.5  1.79773226829127  -0.7186942   64.3722556  66.3053327
 2025-Dec-18 13:43 *m  10 49 14.16 +06 49 55.5  1.79773198047367  -0.7166714   64.3722022  66.3044428
 2025-Dec-18 13:44 *m  10 49 13.96 +06 49 56.5  1.79773169346620  -0.7146540   64.3721488  66.3035491
 2025-Dec-18 13:45 *m  10 49 13.77 +06 49 57.5  1.79773140726670  -0.7126420   64.3720954  66.3026514
 2025-Dec-18 13:46 *m  10 49 13.57 +06 49 58.4  1.79773112187299  -0.7106355   64.3720419  66.3017499
 2025-Dec-18 13:47 *m  10 49 13.38 +06 49 59.4  1.79773083728288  -0.7086344   64.3719885  66.3008446
 2025-Dec-18 13:48 *m  10 49 13.19 +06 50 00.4  1.79773055349418  -0.7066388   64.3719351  66.2999354
 2025-Dec-18 13:49 *m  10 49 12.99 +06 50 01.4  1.79773027050470  -0.7046487   64.3718817  66.2990225
 2025-Dec-18 13:50 *m  10 49 12.80 +06 50 02.4  1.79772998831222  -0.7026641   64.3718283  66.2981057
 2025-Dec-18 13:51 *m  10 49 12.61 +06 50 03.4  1.79772970691453  -0.7006851   64.3717748  66.2971853
 2025-Dec-18 13:52 *m  10 49 12.41 +06 50 04.3  1.79772942630940  -0.6987115   64.3717214  66.2962611
 2025-Dec-18 13:53 *m  10 49 12.22 +06 50 05.3  1.79772914649461  -0.6967436   64.3716680  66.2953332
 2025-Dec-18 13:54 *m  10 49 12.02 +06 50 06.3  1.79772886746792  -0.6947813   64.3716146  66.2944016
 2025-Dec-18 13:55 *m  10 49 11.83 +06 50 07.3  1.79772858922708  -0.6928245   64.3715612  66.2934664
 2025-Dec-18 13:56 *m  10 49 11.64 +06 50 08.3  1.79772831176984  -0.6908734   64.3715078  66.2925276
 2025-Dec-18 13:57 *m  10 49 11.44 +06 50 09.3  1.79772803509394  -0.6889279   64.3714543  66.2915851
 2025-Dec-18 13:58 *m  10 49 11.25 +06 50 10.2  1.79772775919712  -0.6869881   64.3714009  66.2906391
 2025-Dec-18 13:59 *m  10 49 11.05 +06 50 11.2  1.79772748407709  -0.6850540   64.3713475  66.2896895
 2025-Dec-18 14:00 *m  10 49 10.86 +06 50 12.2  1.79772720973159  -0.6831255   64.3712941  66.2887364
 2025-Dec-18 14:01 *m  10 49 10.67 +06 50 13.2  1.79772693615831  -0.6812028   64.3712407  66.2877798
 2025-Dec-18 14:02 *m  10 49 10.47 +06 50 14.2  1.79772666335497  -0.6792858   64.3711873  66.2868197
 2025-Dec-18 14:03 *m  10 49 10.28 +06 50 15.2  1.79772639131926  -0.6773746   64.3711339  66.2858561
 2025-Dec-18 14:04 *m  10 49 10.08 +06 50 16.1  1.79772612004887  -0.6754691   64.3710805  66.2848891
 2025-Dec-18 14:05 *m  10 49 09.89 +06 50 17.1  1.79772584954148  -0.6735695   64.3710270  66.2839187
 2025-Dec-18 14:06 *m  10 49 09.70 +06 50 18.1  1.79772557979478  -0.6716756   64.3709736  66.2829449
 2025-Dec-18 14:07 *m  10 49 09.50 +06 50 19.1  1.79772531080643  -0.6697875   64.3709202  66.2819678
 2025-Dec-18 14:08 *m  10 49 09.31 +06 50 20.1  1.79772504257410  -0.6679053   64.3708668  66.2809873
 2025-Dec-18 14:09 *m  10 49 09.12 +06 50 21.0  1.79772477509544  -0.6660289   64.3708134  66.2800035
 2025-Dec-18 14:10 *m  10 49 08.92 +06 50 22.0  1.79772450836809  -0.6641584   64.3707600  66.2790164
 2025-Dec-18 14:11 *m  10 49 08.73 +06 50 23.0  1.79772424238971  -0.6622938   64.3707066  66.2780261
 2025-Dec-18 14:12 *m  10 49 08.53 +06 50 24.0  1.79772397715794  -0.6604351   64.3706532  66.2770325
 2025-Dec-18 14:13 *m  10 49 08.34 +06 50 25.0  1.79772371267039  -0.6585823   64.3705998  66.2760357
 2025-Dec-18 14:14 *m  10 49 08.15 +06 50 26.0  1.79772344892469  -0.6567354   64.3705464  66.2750357
 2025-Dec-18 14:15 *m  10 49 07.95 +06 50 26.9  1.79772318591846  -0.6548945   64.3704930  66.2740326
 2025-Dec-18 14:16 *m  10 49 07.76 +06 50 27.9  1.79772292364931  -0.6530596   64.3704396  66.2730263
 2025-Dec-18 14:17 *m  10 49 07.56 +06 50 28.9  1.79772266211485  -0.6512306   64.3703862  66.2720170
 2025-Dec-18 14:18 *m  10 49 07.37 +06 50 29.9  1.79772240131266  -0.6494076   64.3703328  66.2710045
 2025-Dec-18 14:19 *m  10 49 07.18 +06 50 30.9  1.79772214124035  -0.6475907   64.3702794  66.2699890
 2025-Dec-18 14:20 *m  10 49 06.98 +06 50 31.9  1.79772188189549  -0.6457798   64.3702260  66.2689704
 2025-Dec-18 14:21 *m  10 49 06.79 +06 50 32.8  1.79772162327567  -0.6439749   64.3701726  66.2679489
 2025-Dec-18 14:22 *m  10 49 06.60 +06 50 33.8  1.79772136537846  -0.6421761   64.3701192  66.2669243
 2025-Dec-18 14:23 *m  10 49 06.40 +06 50 34.8  1.79772110820142  -0.6403833   64.3700658  66.2658968
 2025-Dec-18 14:24 *m  10 49 06.21 +06 50 35.8  1.79772085174212  -0.6385967   64.3700124  66.2648664
 2025-Dec-18 14:25 *m  10 49 06.01 +06 50 36.8  1.79772059599810  -0.6368162   64.3699590  66.2638331
 2025-Dec-18 14:26 *m  10 49 05.82 +06 50 37.8  1.79772034096692  -0.6350417   64.3699056  66.2627969
 2025-Dec-18 14:27 *m  10 49 05.63 +06 50 38.7  1.79772008664613  -0.6332735   64.3698522  66.2617578
 2025-Dec-18 14:28 *m  10 49 05.43 +06 50 39.7  1.79771983303324  -0.6315113   64.3697988  66.2607159
 2025-Dec-18 14:29 *m  10 49 05.24 +06 50 40.7  1.79771958012581  -0.6297553   64.3697454  66.2596712
 2025-Dec-18 14:30 *m  10 49 05.04 +06 50 41.7  1.79771932792134  -0.6280056   64.3696920  66.2586237
 2025-Dec-18 14:31 *m  10 49 04.85 +06 50 42.7  1.79771907641737  -0.6262620   64.3696386  66.2575735
 2025-Dec-18 14:32 *m  10 49 04.66 +06 50 43.7  1.79771882561140  -0.6245246   64.3695852  66.2565206
 2025-Dec-18 14:33 *m  10 49 04.46 +06 50 44.6  1.79771857550095  -0.6227934   64.3695318  66.2554649
 2025-Dec-18 14:34 *m  10 49 04.27 +06 50 45.6  1.79771832608351  -0.6210685   64.3694784  66.2544066
 2025-Dec-18 14:35 *m  10 49 04.08 +06 50 46.6  1.79771807735658  -0.6193498   64.3694250  66.2533457
 2025-Dec-18 14:36 *m  10 49 03.88 +06 50 47.6  1.79771782931765  -0.6176374   64.3693716  66.2522821
 2025-Dec-18 14:37 *m  10 49 03.69 +06 50 48.6  1.79771758196422  -0.6159312   64.3693183  66.2512159
 2025-Dec-18 14:38 *m  10 49 03.49 +06 50 49.5  1.79771733529375  -0.6142314   64.3692649  66.2501472
 2025-Dec-18 14:39 *m  10 49 03.30 +06 50 50.5  1.79771708930372  -0.6125378   64.3692115  66.2490760
 2025-Dec-18 14:40 *m  10 49 03.11 +06 50 51.5  1.79771684399161  -0.6108506   64.3691581  66.2480022
 2025-Dec-18 14:41 *m  10 49 02.91 +06 50 52.5  1.79771659935488  -0.6091696   64.3691047  66.2469259
 2025-Dec-18 14:42 *m  10 49 02.72 +06 50 53.5  1.79771635539098  -0.6074951   64.3690513  66.2458472
 2025-Dec-18 14:43 *m  10 49 02.53 +06 50 54.5  1.79771611209738  -0.6058269   64.3689979  66.2447660
 2025-Dec-18 14:44 *m  10 49 02.33 +06 50 55.4  1.79771586947152  -0.6041650   64.3689446  66.2436825
 2025-Dec-18 14:45 *m  10 49 02.14 +06 50 56.4  1.79771562751084  -0.6025095   64.3688912  66.2425966
 2025-Dec-18 14:46 *m  10 49 01.94 +06 50 57.4  1.79771538621279  -0.6008605   64.3688378  66.2415083
 2025-Dec-18 14:47 *m  10 49 01.75 +06 50 58.4  1.79771514557480  -0.5992178   64.3687844  66.2404177
 2025-Dec-18 14:48 *m  10 49 01.56 +06 50 59.4  1.79771490559429  -0.5975815   64.3687310  66.2393248
 2025-Dec-18 14:49 *m  10 49 01.36 +06 51 00.4  1.79771466626869  -0.5959517   64.3686776  66.2382296
 2025-Dec-18 14:50 *m  10 49 01.17 +06 51 01.3  1.79771442759543  -0.5943283   64.3686243  66.2371322
 2025-Dec-18 14:51 *m  10 49 00.98 +06 51 02.3  1.79771418957191  -0.5927114   64.3685709  66.2360325
 2025-Dec-18 14:52 *m  10 49 00.78 +06 51 03.3  1.79771395219555  -0.5911009   64.3685175  66.2349307
 2025-Dec-18 14:53 *m  10 49 00.59 +06 51 04.3  1.79771371546375  -0.5894969   64.3684641  66.2338267
 2025-Dec-18 14:54 *m  10 49 00.39 +06 51 05.3  1.79771347937391  -0.5878994   64.3684107  66.2327206
 2025-Dec-18 14:55 *m  10 49 00.20 +06 51 06.3  1.79771324392342  -0.5863084   64.3683574  66.2316124
 2025-Dec-18 14:56 *m  10 49 00.01 +06 51 07.2  1.79771300910969  -0.5847239   64.3683040  66.2305020
 2025-Dec-18 14:57 *m  10 48 59.81 +06 51 08.2  1.79771277493010  -0.5831459   64.3682506  66.2293897
 2025-Dec-18 14:58 *m  10 48 59.62 +06 51 09.2  1.79771254138202  -0.5815745   64.3681972  66.2282753
 2025-Dec-18 14:59 *m  10 48 59.43 +06 51 10.2  1.79771230846285  -0.5800096   64.3681439  66.2271589
 2025-Dec-18 15:00 *m  10 48 59.23 +06 51 11.2  1.79771207616995  -0.5784512   64.3680905  66.2260406
 2025-Dec-18 15:01 *m  10 48 59.04 +06 51 12.1  1.79771184450069  -0.5768994   64.3680371  66.2249203
 2025-Dec-18 15:02 *m  10 48 58.84 +06 51 13.1  1.79771161345244  -0.5753542   64.3679837  66.2237980
 2025-Dec-18 15:03 *m  10 48 58.65 +06 51 14.1  1.79771138302255  -0.5738156   64.3679304  66.2226739
 2025-Dec-18 15:04 *m  10 48 58.46 +06 51 15.1  1.79771115320840  -0.5722836   64.3678770  66.2215480
 2025-Dec-18 15:05 *m  10 48 58.26 +06 51 16.1  1.79771092400733  -0.5707581   64.3678236  66.2204202
 2025-Dec-18 15:06 *m  10 48 58.07 +06 51 17.1  1.79771069541669  -0.5692393   64.3677702  66.2192906
 2025-Dec-18 15:07 *m  10 48 57.88 +06 51 18.0  1.79771046743382  -0.5677271   64.3677169  66.2181592
 2025-Dec-18 15:08 *m  10 48 57.68 +06 51 19.0  1.79771024005608  -0.5662216   64.3676635  66.2170261
 2025-Dec-18 15:09 *m  10 48 57.49 +06 51 20.0  1.79771001328079  -0.5647226   64.3676101  66.2158912
 2025-Dec-18 15:10 *m  10 48 57.30 +06 51 21.0  1.79770978710528  -0.5632304   64.3675568  66.2147547
 2025-Dec-18 15:11 *m  10 48 57.10 +06 51 22.0  1.79770956152690  -0.5617448   64.3675034  66.2136165
 2025-Dec-18 15:12 *m  10 48 56.91 +06 51 23.0  1.79770933654297  -0.5602658   64.3674500  66.2124766
 2025-Dec-18 15:13 *m  10 48 56.71 +06 51 23.9  1.79770911215080  -0.5587936   64.3673967  66.2113352
 2025-Dec-18 15:14 *m  10 48 56.52 +06 51 24.9  1.79770888834773  -0.5573280   64.3673433  66.2101921
 2025-Dec-18 15:15 *m  10 48 56.33 +06 51 25.9  1.79770866513105  -0.5558691   64.3672899  66.2090476
 2025-Dec-18 15:16 *m  10 48 56.13 +06 51 26.9  1.79770844249810  -0.5544170   64.3672366  66.2079014
 2025-Dec-18 15:17 *m  10 48 55.94 +06 51 27.9  1.79770822044617  -0.5529715   64.3671832  66.2067538
 2025-Dec-18 15:18 *m  10 48 55.75 +06 51 28.9  1.79770799897257  -0.5515328   64.3671299  66.2056047
 2025-Dec-18 15:19 *m  10 48 55.55 +06 51 29.8  1.79770777807461  -0.5501008   64.3670765  66.2044542
 2025-Dec-18 15:20 *m  10 48 55.36 +06 51 30.8  1.79770755774958  -0.5486756   64.3670231  66.2033023
 2025-Dec-18 15:21 *m  10 48 55.17 +06 51 31.8  1.79770733799478  -0.5472570   64.3669698  66.2021489
 2025-Dec-18 15:22 *m  10 48 54.97 +06 51 32.8  1.79770711880750  -0.5458453   64.3669164  66.2009943
 2025-Dec-18 15:23 *m  10 48 54.78 +06 51 33.8  1.79770690018503  -0.5444403   64.3668631  66.1998383
 2025-Dec-18 15:24 *m  10 48 54.58 +06 51 34.7  1.79770668212465  -0.5430421   64.3668097  66.1986809
 2025-Dec-18 15:25 *m  10 48 54.39 +06 51 35.7  1.79770646462366  -0.5416506   64.3667563  66.1975224
 2025-Dec-18 15:26 *m  10 48 54.20 +06 51 36.7  1.79770624767933  -0.5402660   64.3667030  66.1963625
